gym_name,address,phone_number
St. Louis REI,"1703 S Brentwood Blvd , St. Louis, Missouri 63144",3149181004
The Bouldering Garden,"Ste C , 5400 St Charles Rd, Columbia, Missouri 65201-3403",5734744997
The Center of Clayton,"55 Gay Ave., Clayton, Missouri 63105",3142908500
University of Missouri,"Scroggs Peak, 4013 Brady Commons, Columbia, Missouri 65211",5738822066
Upper Limits,"326 S. 21St Street, St. Louis, Missouri 63103",3142417625
Upper Limits - Chesterfield,"17375 Edison Ave, Chesterfield, Missouri 63005",6367353270
Upper Limits - Maryland Heights,"1874 Lackland Hill Parkway St. Louis, Missouri 63146",3142417625
Zenith Climbing Center,"3534 E Sunshine Street Suite 3, Springfield, Missouri, 65804",4179863869
1st Ascent Climbing & Fitness,"412 Mineral Avenue, Libby, Montana 59923",4063000450
Broadwater Athletic Club,"4920 Highway 12 West, Helena, Montana 59601",4064435777
Freestone Climbing,"1200 Shakespeare St. Missoula, Montana",4065411584
Helena Climbing Association,"1035 Mill Road (Head North On Montana Avenue), Helena, Montana",
Hi-Line Climbing Center,"608 1St Ave South Great Falls, Montana 59401",4063151613
Kootenai ROCKS Climbing Wall,"Troy, Montana",
MSU Student Wellness Center,"Montana State University 950 W. Grant St. Bozeman, Montana 59717-2760",
Northern Rockies Outdoors Center,"829 South Montana Street, Butte, Montana 59701",4067822332
Rockfish,"6475 Hwy 93 S, Ste 13 Whitefish, Montana 59937",4068628955
Spire Climbing Center,"13 Enterprise Blvd, Bozeman, Montana 59718",4065860706
Steep World,"208 N. 13Th St., Billings, Montana 59101",4062525462
Stonetree Climbing Center,"1222 Bozeman Avenue, Helena Montana, 59601",4065340325
Summit Climbing Wall,"205 Sunnyview Lane, Kalispell, Montana 59901",4067514100
The Mountain Project,"507 Bond Street, Bozeman, Montana 59715",4065796804
University Climbing Wall,"32 Campus Dr., Campus Recreation Outdoor Program, Missoula, Montana 59801",4062435172
Approach Climbing Gym,"4923 South 72Nd St., Omaha, Nebraska, 68127",4025025879
Cooper YMCA,"6767 South 14Th, Lincoln, Nebraska 68512",4023236400
Fremont Family YMCA,"810 N Lincoln Ave, Fremont, Nebraska 68025",4027216952
Life Time Fitness,"17007 Elm Plaza, Omaha, Nebraska 68130",4023343000
MW Climbing,"400 N. 48Th St., Lincoln, Nebraska 68504",5315100259
MW Climbing - Omaha,"2809 S 125Th Ave. Suite 297, Omaha, Nebraska 68144",5315100259
Scottsbluff YMCA,"22 South Beltline Hwy East, Scottsbluff, Nebraska 69361",3086352318
SkateDaze - The Rock,"3616 S 132Nd St, Omaha, Nebraska 68144",4023333555
University of Nebraska - Omaha,"6001 Dodge St. Hper Rm. 110, Omaha, Nebraska 68182",4025542258
University of Nebraska UNL,"Unl Campus Rec, 814 N. 14Th St., Lincoln, Nebraska 68588",4024723467
Venture Climb,"28500 W Park Hwy, Ashland, Nebraska 68003",4029442523
The Refuge Climbing and Fitness,"6283 S. Valley View Blvd. Suite. C, Las Vegas, Nevada 89118",7023830175
BaseCamp at CommRow,"255 N. Virginia St., Reno, Nevada 89501",7753985443
High Altitude Fitness,"880 Northwood Blvd., Incline Village, Nevada 89451",7758314212
Mesa Rim Climbing & Fitness,"970 Harvard Way, Reno, Nevada 89502",7755074255
Nevada Climbing Centers,"3065 E Patrick Ln. Suite 4, Las Vegas, Nevada 89120",7028988192
North Peak,"1901 Silverada Blvd, Reno, Nevada 89512",7756579528
North Peak,"1901 Silverada Blvd, Reno, Nevada 89512",7756579528
Red Rock Climbing Center,"8201 W. Charleston Blvd, Suite 150, Las Vegas, Nevada 89117",7022545604
The Pad Henderson,"7585 Commercial Way J, Henderson, Nevada 89011",8336744460
Allard Center YMCA Climbing wall,"116 Goffstown Back Road, Goffstown, New Hampshire 03045",
Climb Monadnock Gym,32 Carpenter St Keene Nh 03431,6033070619
Dartmouth Climbing Gym,"113 Robinson Hall, Dartmouth College, Hanover, New Hampshire 03755",6036461110
Indoor Ascent,"47 Broadway St., Dover, New Hampshire 03820",6037427848
Keene Family YMCA,"200 Summit Road, Keene, New Hampshire 03431",6033526002
Meredith Community Center,"1 Circle Drive, Meredith, New Hampshire 03253",6032798197
NH Climbing & Fitness,"10 Langdon Ave, Concord, Nh 03301",6037159171
North Country Climbing Center,"2572 Us Route 302, Lisbon, Nh 03585",6038385300
Proctor Academy,"204 Main Street, Andover, New Hampshire 03216",6037356000
Salt Pump Climbing Co.,"199 Constitution Ave, Portsmouth, Nh 03801",6033681019
The River Valley Club Climbing Wall,"33 Morgan Drive, Lebanon, New Hampshire 03766",6036437720
The White Mountain School,"371 West Farm Road, Bethlehem, New Hampshire 03574",6034442928
Vertical Dreams - Manchester,"250 Commercial St Box 5001, Manchester, New Hampshire 03101",6036256919
Vertical Dreams - Nashua,"25 E. Otterson Nashua, Nh 03060",6039437571
Workout Club and Wellness Center,"16 Pelham Road , Salem, New Hampshire 03079",6038944800
Diamond Rock,"182 Rt. 10, East Hanover, New Jersey 07936",9735600413
"Elite Climbing, LLC","67 Old Kings Highway, Maple Shade, New Jersey 08052",8562731370
Elite's Peak at Elite Gymnastics,"80 Fifth Ave, Hawthorne, New Jersey 07506",9734234040
Garden State Rocks,"705 Ginesi Drive, Morganville, New Jersey 07751",7329723003
Goat Climbing Gym,"77 River St, Hackensack, New Jersey 07601",2014029343
High Exposure,"266 Union Street , Northvale New Jersey 07647",2017688600
High Exposure,"266 Union Street , Northvale New Jersey 07647",2017688600
Ironwood Outdoor Center,"3 Camp Drive, Lumberton, New Jersey 08048",6095189595
Kinetic Climbing NJ,"1155 S. Black Horse Pike, Williamstown, New Jersey",8564049117
Lifetime Athletic Rock Wall,"14 Fernwood Road, Florham Park, New Jersey 07932",9085981212
Lifetime Fitness,"25 Connell Drive, Berkeley Heights, New Jersey 07922",9086655911
Method Climbing,"16 Lombardy St, Newark New Jersey",2014149174
Milton and Betty Katz JCC,"501 N. Jerome Ave, Margate New Jersey 08402",6098221167
New Jersey Rock Gym,"373D Route 46W Fairfield, New Jersey 07004",9734399860
New Jersey Rock Gym,"373 Us Highway 46 # D, Fairfield, New Jersey 07004",9734399860
Princeton OA Climbing Wall,"Princeton University Stadium, Princeton, New Jersey 08904",6092586230
Randolph Climbing Center,"3 Middlebury Blvd, Randolph, New Jersey 07869",9735988555
Rockville Climbing Center,"200 Whitehead Road, Hamilton, New Jersey 08619",6096317625
Rutgers University Rock Gym,"College Avenue Gymnasium, 130 College Ave., New Brunswick, New Jersey 08901",7329325811
Somerset Hills YMCA,"140 Montana Airy Rd, Basking Ridge, New Jersey 07920",9087667898
Sports & More,"1855 Hurffville Rd., Sewell, New Jersey, 08080",8564018111
Summit YMCA Climbing Wall,"67 Maple Street, Summit, New Jersey 07901",9082733330
The Gravity Vault - Brick,"110 Brick Plaza Suite 41, Brick Township, New Jersey 08723",8482413523
The Gravity Vault - Chatham,"40 Watchung Ave, Chatham, New Jersey 07928",9737017625
The Gravity Vault - Flemington,"17 Minneakoning Road, Flemington, New Jersey 08822",9082373249
The Gravity Vault - Hoboken,"1423 Clinton St. Hoboken, New Jersey 07030",2017401423
The Gravity Vault - Middletown,"37 Kanes Lane Middletown, New Jersey 07748",7328569599
The Gravity Vault - Montclair,"8 Seymour Plaza Montclair, New Jersey 07042",2013276257
The Gravity Vault - Upper Saddle River,"107 Pleasant Ave., Rt. 17N, Upper Saddle River, New Jersey 07458",2019347625
The Gravity Vault Voorhees,"333 Preston Ave, Voorhees Township, New Jersey 08043",8568882814
Up County Bouldering Grotto,"25B Church Street, Mount Holly New Jersey 08060",6094569344
Up The Wall,"Middlesex Gymnastics Academy, 33 Mcguire Street., East Brunswick, New Jersey 08816",7322496422
"Family YMCA, The Wall","1450 Iris Street, Los Alamos, New Mexico 87544",5056623100
Kirtland AFB Boulder Lab,"8001 Gibson Blvd Se Bldg 20170, New Mexico",
NMSU Climbing Wall,"1572 Stewart St, Las Cruces, New Mexico 88003",5756462885
San Juan College Indoor Climbing Facility,"4601 College Blvd, Farmington, New Mexico 87402",5055663487
Santa Fe Climbing Center,"825 Early Street Suite A, Santa Fe, New Mexico 87505",5059868944
Stone Age Climbing Gym - Midtown,"4130 Cutler Ave Ne, Albuquerque, New Mexico 87110",5053412016
Stone Age Climbing Gym - North,"6100 Alameda Blvd Ne, Albuquerque, New Mexico 87113",5052092081
The Dungeon,N/A,N/A
A.I.R. - Albany& 8217 s Indoor Rock Gym,"4C Vatrano Road, Albany, New York 12205",5184597625
AIR Climbing Facility - Adventures in Reality,"Suny Potsdam, 44 Pierrepont Ave, Potsdam, New York 13676",3152672312
Angert Family Climbing Wall,"Huntington Gym, Colgate University, 13 Oak Drive,Hamilton, New York 13346",3152286111
Aviator Sports and Recreation,"Floyd Bennett Field, Hangar 5, Brooklyn, New York 11234",7187587500
B.C's Climbing,"234 Main St, Eckerd Plaza, New Paltz, New York 12561",845255ROCK
Brooklyn Bouldering Project,"575 Degraw Street, Brooklyn, New York 11217",3478349066
Brooklyn Boulders Queensbridge,"23-10 41St Ave Long Island City, New York 11101",7184827078
Cayuga Climbs,"53 Hall Rd Suite A, Ithaca, New York 14850",6073390978
Central Rock Gym,"21 West End Ave. New York, New York 10069",2122657625
Central Rock Gym (Buffalo),"55 Chicago St Buffalo, New York 14204",7162620443
Central Rock Gym (Rochester),"725 Averill Ave Rochester, New York 14607",5854419002
Central Rock Gym - Chelsea,"537 West 27Th Street, New York, New York 10001",6465902500
Central Rock Gym - Troy,"547 River Street, Troy, New York 12180",
Central Rock Gym Syracuse,"600 N Franklin St, Syracuse, New York 13204",3156714450
City Climbers Club (AKA 59th Street Gym),"533 West 59Th St. (Between 10Th And 11Th), New York, New York 10019",2129742250
Clark Sports Center,"98 Susquehanna Ave, Cooperstown Newyork 13326",6075472800
Climbing Cave,"28 Glen Drive, Queensbury, New York",
Cornerstone Climbing,"165 Highrock Ave, Saratoga Springs, New York 12866",5184901044
Crunch,"E. 59Th Street, 1109 2Nd Avenue, New York, New York 10022",2127583434
Hudson Boulders,"195 Troy-Schenectady Rd Latham, New York 12110",8382217673
Island Rock Gym,"60 Skyline Blvd, Plainview, New York 11803",516822ROCK
JCC Family Sports and Fitness,"5655 Thompson Road, Dewitt, New York 13214",3152344522
Lindseth Climbing Wall,"Alberding Field House, Cornell University P.O. 729, Ithaca, New York 14851",6072548255
Manhattan Plaza Health Club Climbing Wall,"482 West 43Rd St. (Btw 9Th & 10Th Ave), New York, New York 10036",2125637001
MetroRock Bushwick,"321 Starr St., Brooklyn New York 11237",9295007625
Movement Long Island City,"11-11 44Th Dr., Queens, New York 11101",7187297625
Munro Family Climbing Wall,"St. Lawrence University, Canton, New York 13617",3152295016
New York Health and Raquet Club,"62 Cooper Square, New York, New York 10003",2129040400
Niagara Climbing Center,"1333 Strad Avenue, North Tonawanda, New York 14120",7166951248
Powerplay Recreational Center,"432 Third Avenue, Brooklyn, New York 11215",
Rebock Sports Club,"68Th Street And Columbus, New York, New York",
Red Barn Climbing Gym,"Rit, 113 Lomb Memorial Drive, Rochester, New York 14623",5854757050
RockSport,"54 Carey Rd. Queensbury, New York 12804",5187934626
Rocventures,"1044 University Ave, Rochester, New York 14607",5854425462
Steep Rock West,"3225 Broadway, New York, New York 10027",2124107070
Sunrise Bouldering,"2 School St, Geneseo, New York 14454",5852451237
SUNY Potsdam Rock Wall,N/A,N/A
Table Rock Bouldering,"6 Market St. Unit B9 Oneonta, New York 13820",6074318372
The Cliffs at Gowanus,"242 Butler St, Brooklyn, New York 11217",
The Cliffs at Harlem,"256 W 125Th St, New York, New York 10027",6469337625
The Cliffs at Valhalla,"1 Commerce Park, Valhalla, New York 10595",877914ROCK
The Crux--Champlain Valley Climbing Center,"56 Rogers Lane, Willsboro, New York 12996",5189634646
The Edge Halfmoon,"1544 Route 9, Clifton Park, New York 12065",5189825545
The Field House Rock Wall,"Chelsea Piers, 23Rd Street And The Hudson River, New York, New York 10011",2123366500
The Gravity Vault,"6 Neptune Rd. Poughkeepsie, New York 12601",8454621920
The Gravity Vault - Melville,"40 Melville Park Rd., Melville, New York 11747",5167779255
The Gravity Vault - Poughkeepsie,"6 Neptune Rd., Poughkeepsie, New York 12601",8454621920
The Ledge,"604 Old Liverpool Road, Liverpool, New York 13088",3153960455
The Rock Club,"130 Rhodes St., New Rochelle, New York 10801",9146337625
The Rock Health and Fitness,"22-15 31St, Astoria, New York 11105",7182041400
The Sports Center Climbing Wall,"Chelsea Piers-Pier 60, New York, New York 10011",2123366000
The Sports Club/LA,"330 E. 61St St. (Upper East Side), New York, New York 10021",2123555100
The Wall at Palisades,"3565 Palisades Center Dr, West Nyack, New York 10994",8454452067
VITAL Climbing Gym - Brooklyn,"221 N 14Th St, Brooklyn, New York 11249",7162208195
VITAL Manhattan -- Upper East,"1506 Lexington Ave, New York New York 10029",2124107070
Appalachian State University Climbing Wall at Student Recreation Center,"150 Bodenheimer Drive, Boone, North Carolina 28608",8282622100
Bigfoot Climbing Gym,"212 Avery Ave Morganton, North Carolina 28655",8286080995
Brevard Rock Gym,"240-B South Broad St. Brevard, North Carolina 28712",8288847625
Center 45,"200 Den Mac Dr., Boone, North Carolina 28607",8283861550
Cliff Hangers Climbing and Fitness,"326 Oates Road Mooresville, North Carolina 28117",9804442650
Community Center (Chapel Hill Parks & Rec),"102 South Estes Drive, Chapel Hill, North Carolina 27516",9199682790
Cultivate Climbing,"173 Amboy Rd, Asheville, North Carolina, 28806",8285054446
Cultivate Climbing: The River,"173 Amboy Rd, Asheville, North Carolina 28806",8285054446
Davidson Outdoors Climbing Wall,"2003 Davidson College, Davidson, North Carolina 28036",7048942000
Deadpoint Bouldering and Fitness,"8598 Caratoke Hwy #5, Powells Point, North Carolina 27966",2524895396
East Carolina University Rock Wall,"128 Student Recreation Center Greenville, North Carolina 27858-4353",2523286387
First Hand Climbing,"1024 N Chestnut St Winston-Salem, North Carolina",3367473104
Gnarwall Bouldering Gym,"4685 Yadkinville Rd Suite F, Pfafftown, North Carolina 27040",3368299212
Inner Peaks - Matthews,"10715 Independence Pointe Pkwy, Matthews, North Carolina 28105",7048446677
Inner Peaks - South End,"2220 S Tryon St, Charlotte, North Carolina, 28203",9802423244
Montford Climbing Wall,"34 Pearson Drive, Asheville, North Carolina",8282533714
New Vision Training Center,"3154 Old Murphy Rd, Franklin, North Carolina 28734",8285241904
North Carolina State University,"Outdoor Adventures, 2101 Hillsborough St, Raleigh North Carolina 27607",9195133897
Progression Climbing Gym,"1713 Legion Rd, Chapel Hill, North Carolina 27517",9199047217
Ruby C. Hunt YMCA Climbing Wall,"1322 Patrick Avenue, Boiling Springs, North Carolina 28152",7044340441
Sandhills Vertical Gym,"Po Box 3780, Pinehurst, North Carolina 28374",
The Climbing Place,"436 West Russell Street, Fayetteville, North Carolina 28301",9104869638
The Edge UNCG's Indoor Climbing Wall,"412 Student Recreation Center, Greensboro, North Carolina 27402-6170",3363345924
The Riveter,"701 Old Fanning Bridge Rd, Fletcher, North Carolina 28732",8286762566
The Ultimate Climbing Gym,"6904 Downwind Road, Greensboro, North Carolina 27409",3365504107
Theraworx,"600A Centrepark Dr, Asheville, North Carolina, 28805, United States",8776772723
Triangle Rock Club - Durham,"1010 Martin Luther King Jr Pkwy, Suite 400, Durham, North Carolina 27713",9199817441
Triangle Rock Club - Fayetteville,"5213 Raeford Rd #103 Fayetteville, North Carolina 28304",9194637625
Triangle Rock Club - Morrisville,"102 Pheasant Wood Ct., Morrisville, North Carolina 27560",919463ROCK
Triangle Rock Club - Raleigh,"6022 Duraleigh Rd. Raleigh, North Carolina 27612",9198035534
U.S. National Whitewater Center,"5000 Whitewater Center Parkway, Charlotte, North Carolina 28214",
UNC Fetzer Indoor Climbing Wall,"101 Student Recreation Center #8610, Chapel Hill, North Carolina 27514",9198434632
UNC Ram's Head Indoor Climbing Wall,"Ram'S Head Recreation Center, Chapel Hill, North Carolina 27514",9198434632
UNCW climbing wall,"601 S College Rd, Student Recreation Center, U Of North Carolina Wilmington",9109627443
Western Carolina University,"379 Memorial Drive Cullowhee, North Carolina 28723",8282278813
Wilmington Rock Gym,"8118 Market Street, Wilmington, North Carolina 28411",9103197209
Fargo Climbing,"2325 46Th St S, Fargo, North Dakota 58104",7013064145
Minot Family YMCA Climbing Wall,"3515 16Th St Sw, Minot, North Dakota 58702",7018520141
Minot State University Wellness Center,"11Th Ave Nw, Minot, North Dakota 58707",
North Dakota State University Wellness Center Climbing Wall,"1402 18Th Street N, Fargo, North Dakota 58102",7012317390
Schlossman Family YMCA-West Climbing Wall,"4243 19Th Ave. Sw, Fargo, North Dakota 58103",7012810126
University of North Dakota Wellness Center Climbing Wall,"801 Princeton St, Grand Forks, North Dakota 58203",7017772943
"Adventure Center, Indoor Rock Climbing Wall","Srwc Ted Boyd Drive, Kent State University, Kent, Ohio 44242",330672ROCK
Adventus Climbing,"2900 N. Reynolds Road, Toledo, Ohio 43615",4197245510
ASCEND Youngstown,"1221 W. Western Reserve Rd., Boardman, Ohio 44514",3303308878
Beechmont Racquet Club,"435 Ohio Pike, Cincinnati, Ohio 45255",5135285700
Bloc Garten,"512 Maier Pl, Columbus, Ohio 43215",6149296277
Blockhouse Bouldering Gym,"3 1/2 East 1St Street, The Plains, Ohio 45780",7406770008
Blue Ash Recreation Center,"4433 Cooper Road, Blue Ash, Ohio 45242",5137458550
Bowling Green State University,"1411 Ridge Road, Bowling Green, Ohio 43403",4193722711
Campus Recreation Center,"University Of Cincinnati, 2820 Bearcat Way, Cincinnati, Ohio 45221-0017",5135566000
Chambers,"1165 Chambers Road Columbus, Ohio 43212",6142372377
Chambers Purley Boulders,"1165 Chambers Rd, Columbus, Ohio 43212",6142372377
Cleveland Rocks,"2831 Franklin Blvd Cleveland, Ohio 44113",2162209894
Climb Cincy,"1708 Blue Rock St, Cincinnati, Ohio 45223",5135411111
Climb Cleveland,"2190 Professor Ave Cleveland, Ohio 44113",2169064186
Climb Time - Oakley,"4460 Orkney Ave. Cincinnati, Ohio 45209",5138188017
Climb Time of Blue Ash,"10898 Kenwood Rd., Cincinnati, Ohio 45242",5138914850
Climb Toledo,"3204 Maple St, Toledo, Ohio 43608",4197014655
Crooksville Recreation Center,"100 South Buckeye St., Crooksville, Ohio 43731",7409829006
Hocking College Outdoor Pursuits Climbing Wall,"Student Center - 3301 Hocking Pkwy, Nelsonville, Ohio 45764",7407533591
Kendall Cliffs,"60 Kendall Park Rd., Peninsula, Ohio 44264",3306555489
Lifetime Fitness,"3859 Richmond Road, Beachwood, Ohio 44122",2162926844
Lifetime Fitness Climbing Wall,"Easton Town Center, 3900 Easton Station, Columbus, Ohio 43219",6144709119
Mosaic Climbing,"9501 Union Cemetery Rd Loveland, Ohio 45140",5137814083
Nosotros Downtown,"2020 Euclid Ave Cleveland, Ohio 44115",2165121841
Nosotros Rock Climbing Gym,"14321 Detroit Ave Lakewood, Ohio 44107",2165121841
Oberlin College Recreation Center,"Oberlin, Ohio 44074",4407758519
On the Rocks Climbing Gym,"8701 Leavitt Rd. Amherst, Ohio 44001",4403288330
Outdoor Pursuit Center,"Miami University, 700 S. Oak St, Oxford, Ohio 45056",5135291430
Outdoor Pursuits Climbing Facility,"Ohio University, Ping Recreation Center South Green Dr., Athens, Ohio 45701",7405931000
Paradiso Climbing Co-Op,"33801 Curtis Blvd Suite 106, Eastlake, Ohio 44095",4407106532
Ralph J. Stolle Countryside YMCA,"1699 Deerfield Road, Lebanon, Ohio 45036",5139321424
Rock Mill Climbing Yoga & Fitness,"677 Carroll St, Akron, Ohio 44304",3302226419
Rockquest Climbing Center,"3475 E. Kemper Rd., Cincinnati, Ohio 45241",5137330123
Shaker Rocks,"3377 Warrensville Center Rd, Shaker Heights, Ohio 44122",2168480460
Solutions Gym/Wild Mercantile,"30 East State, Athens, Ohio 45701",7405945198
Student Rec and Wellness Center Climbing Wall,"University Of Akron, 382 Carroll St, Akron, Ohio 44325",3309722348
Tom W. Davis Climbing Center at Ohio State University,"855 Woody Hayes Drive, Columbus, Ohio 43201",6142478680
University of Dayton Campus Recreation,"Recplex 2 Evanston Ave. Dayton, Ohio 45409",9372292731
University of Toledo,"2801 West Bancroft Street, Toledo, Ohio 43606-3390",4195303700
Urban Krag Climbing Center,"125 Clay St, Dayton, Ohio 45402",937224KRAG
Vandalia Recreation Center,"1111 Stonequarry Road, Vandalia, Ohio 45414",9374152340
Vertical Adventures Rock Climbing,"6513 Kingsmill Ct, Columbus Ohio 43229",6148888393
Washington Township Recreation Center,895 Miamisburg Centerville Rd. Dayton Ohio 45459,9374330130
Westerville Community Center,"350 N. Cleveland Ave., Westerville, Ohio 43081",6149016500
Wright State University,"3640 Colonel Glenn Highway, Dayton, Ohio 45435-0001",9377755505
Youngstown State University Indoor Rock Climbing Wall,"W Spring Street, Youngstown, Ohio 44555",3309412243
Blocworks,"104 S Broadway, Edmond, Oklahoma 73034",4052256090
Climb Tulsa,"4923 E 32Nd St, Tulsa, Oklahoma 74135",9184394400
Colvin Center,"119 Colvin Center, Oklahoma State University, Stillwater, Oklahoma 74075",4057445510
Skiatook Central Park,"Skiatook, Oklahoma 74070",
Stratus Climbing,"2701 Washington Dr., Norman, Oklahoma 73069",4053104648
Summit OKC (Silos),"200 Se 4Th St, Oklahoma City, Oklahoma 73129",4056737448
Sun & Ski Sports,"6808 South Memorial Dr. #200, Tulsa, Oklahoma 74133",
"Threshold Climbing, Fitness and Yoga","6024 Westlake Memorial Pkwy, Oklahoma City, Oklahoma 73142",4054703611
Bay Club,"18120 Sw Lower Boones Ferry Rd, Tigard, Oregon 97224",5039684500
Bend Rock Gym,"1182 Se Centennial Ct. , Bend, Oregon 97701",5413886764
Beyond the Wall Climbing,1001 Southeast Tualatin Valley Highway Hillsboro Oregon 97123,5038447625
Boardworks,"222 Se Reed Market Rd Suite 400, Bend, Oregon 97702",5034530027
Brimstone Boulders,"616 State Street, Hood River Oregon 97031",5414363933
Climbing Wall - Western Oregon University,"329 Jackson St W Monmouth, Oregon 97361",
Elevation Bouldering Gym,"348 Lincoln Street Eugene, Oregon 97401",5419723595
Grants Pass YMCA Climbing Wall,"1000 Redwood Ave, Grants Pass, Oregon 97527",5414740001
Hawthorn Farm Athletic Club,"4800 Ne Belknap Court, Hillsboro, Oregon 97124",5036406404
Indoor Rock Climbing Center,"In Dixon Recreation Center,Oregon State University, 204 Dixon, Corvallis, Oregon 97331",5417376828
Lincoln City Community Center,"2150 Ne Oar Place, Lincoln City, Oregon 97367",5419942131
Movement Portland,"1405 Nw 14Th Ave, Portland, Oregon 97209",5034775666
Mt. Hood Community College Wall,"26000 Se Stark Street, Gresham, Oregon 97030",5034917353
Portland Rock Gym,"21 Ne 12 Avenue, Portland, Oregon 97232",5032328310
Portland Rock Gym - Beaverton,"10860 Sw Barnes Rd, Portland, Oregon 97225",5037135317
Pull Down Climbing,"360 South 'H' Street, Lakeview, Oregon",
Regional Sports Center Climbing Wall,"200 S 32Nd Street, Springfield, Oregon 97478",
Rock Haven Climbing Gym,"355 Ne 223Rd Ave. Gresham, Oregon 97030",5035125511
Rogue Rock Gym,"3001 Samike Dr. Suite #104, Medford, Oregon 97501",5412452665
Salem Kroc Center,"1865 Bill Frey Dr., Salem, Oregon",5035665762
Skyhook Portland,"2436 Se 12Th Ave. Portland, Oregon",
SOU Rock Gym,"1250 Siskiyou Blvd Pmb 64, Ashland, Oregon 97520",5418407245
Southwestern Oregon Comm. College Rec Center,"1988 Newmark Ave., Coos Bay, Oregon 97420",5418887714
Stoneworks (Portland),"6775 Sw 111Th Ave, Beaverton, Oregon 97008",5036443517
Sunset Athletic Club,"13939 Nw Cornell Rd., Portland, Oregon 97229",5036453535
The Circuit Bouldering Gym,"6050 Sw Macadam Ave., Portland, Oregon 97239",5032465111
The Circuit Bouldering Gym - Bend,"63051 Ne Corporate Pl., Bend Oregon 97701",5417976676
The Circuit Bouldering Gym - NE,"410 Ne 17Th Ave, Portland, Oregon",5037197041
The Circuit Bouldering Gym - Tigard,"16255 Sw Upper Boones Ferry Rd, Tigard, Oregon",5035962332
The Crux Rock Gym,"401 W. 3Rd Ave., Eugene, Oregon 97401",5414849535
The Jug Rock Gym,"2605 S 1St St Unit 2, Redmond, Oregon 97756",5418037625
The Rock Boxx Climbing Gym,"3895 Cascadia Canyon Ave. Se Salem, Oregon 97302",5033713134
The Vault Climbing & Fitness Club,"200 S 1St St, Saint Helens, Oregon 97051",5033965605
The Yeti's Lair,"369 S. 6Th Street, Klamath Falls, Oregon 97601",5418825586
University of Oregon Recreation Center Rock Climbing Wall,"1320 E. 15Th St, Eugene, Oregon 97403",5413461932
Valley Rock Gym,"401 Southwest Jefferson Avenue, Corvallis, Oregon 97333",
Abersold Student Recreation Center,"Slippery Rock University, 1 Morrow Way, Slippery Rock, Pennsylvania 16057",7247384801
Ascend,"2141 Mary St Pittsburgh, Pennsylvania 15203",4127452141
Ascend Erie,"426 State St. Erie, Pennsylvania 16501",5822289035
Ascend Pittsburgh,"2141 Mary St Pittsburgh, Pennsylvania 15203",4127452141
Ascend Point Breeze,"7443 Thomas Blvd, Pittsburgh, Pennsylvania 15208",4127457443
Boyce Park Climbing Wall,"Boyce Park Wave Pool And Skate Park Monroeville, Pennsylvania 15146",
California University of Pennsylvania,"250 University Ave., California, Pennsylvania 15419",7249384000
Camp Fitch YMCA,"12600 Ables Road, North Springfield, Pennsylvania 16430",8149223219
Climb Nittany,"328 Discovery Dr State College Pennsylvania,",8143080230
Climb North,"2468 Wildwood Rd, Wildwood, Pennsylvania 15091",4124872145
Climbnasium,"Box 453, 339 Locust N. Point Road, Mechanicsburg, Pennsylvania 17052",7177959580
Dickinson College,"Kline Center, High Street, Carlisle, Pennsylvania 17013",7172135121
Downingtown Rock Gym,"462 Acorn Ln, Downingtown, Pennsylvania 19335",6108739620
Doylestown Rock Gym,"3853 Old Easton Rd., Doylestown, Pennsylvania 18901",2152309085
Edinboro University Frank G. Pogue Student Center,"405 Scotland Rd., Edinboro, Pennsylvania 16444",8147321545
FA Climbing & Fitness,"125 West Station Square Drive, Pittsburgh Pennsylvania 15219",4129042630
Gravity Vault Radnor,"175 King Of Prussia Rd. Radnor, Pennsylvania 19087",6107562529
Iron City Boulders,"143 51St St., Pittsburgh, Pennsylvania 15201",4125865860
Jumonville Ben Cromer Adventure Center,"887 Jumonville Rd., Hopwood, Pennsylvania 15445",7244394912
Juniata Valley YMCA,"107 East Third Street, Lewistown, Pennsylvania 17044",7172485019
Lititz recROC,"201 Rock Lititz Blvd, Lititz, Pennsylvania 17543",7178743281
Middlecreek Area Community Cener (The M.A.C.C.),"1 Elm Street, Beaver Springs, Pennsylvania 17812",5706582276
Milton Rock Gym,"45 South Front Street, Milton, Pennsylvania 17847",5707428290
Movement at Callowhill,"340 N. 10Th St., Philadelphia, Pennsylvania 19107",7187297625
North Summit Climbing wall,"481 Bushkill Plaza Ln, Wind Gap, Pennsylvania 18091",6108634444
NorthStar Adventure at Dutch Springs,"4733 Hanoverville Rd., Bethlehem, Pennsylvania 18020",6107592270
Ozzy's Family Fun Center,"5411 Pottsville Pike, Leesport, Pennsylvania 19533",6109266162
Paramount Sports Complex,"21 Landings Drive, Annville, Pennsylvania 17003",7178380330
Penn State Climbing Wall,Im Building Penn State Campus,
Philadelphia Rock Gym East Falls,"B-3 3500 Scotts Lane Philadelphia, Pennsylvania 19129",8778227673
Philadelphia Rock Gym Fishtown,"2412 E York St Philadelphia, Pennsylvania 19125",8778227673
Philadelphia Rock Gym Malvern,"57 Lancaster Ave, Malvern, Pennsylvania 19355",8778227673
Philadelphia Rock Gym Oaks,"Po Box 511, E-520 122 Mill Rd, Oaks, Pennsylvania 19456",610666ROPE
